plain_roman,count,diacritics,urdu,devanagari,meter
aazaad,3,āzād,آزاد,आज़ाद,vcvc
;xaaraa,2,ḳhārā,خارا,ख़ारा,cvcv
char;x-e,5,charḳh-e,چرخِ,चर्ख़-ए,csccz
shikastah,1,shikastah,شکستہ,शिकस्ता,cscsccsc<h+wb>
qar.z,3,qarẓ,قرض,क़र्ज़,cscc
maqduur,2,maqdūr,مقدور,मक़दूर,csccvc
((ibrat-nigaah,1,ʿibrat-nigāh,عبرت نگاہ,इब्रत-निगाह,csccscbcscvc<h+wb>
muft,2,muft,مفت,मुफ़्त,cscc
diivaanagii,1,dīvānagī,دیوانگی,दीवानगी,cvcvcscv
jaraa;hat-e,3,jarāḥat-e,جراحتِ,जराहत-ए,cscvcscz
ravaanii,3,ravānī,روانی,रवानी,cscvcv
baab-e,1,bāb-e,بابِ,बाब-ए,cvcz
saaqii,15,sāqī,ساقی,साक़ी,cvcv
ka;srat-aaraa))ii-e,1,kaṡrat-ārāʾī-e,کثرت آرائیِ,कस्रत-आराई-ए,csccscbvcvcv<ii+z>z
phiruu;n,2,phirūñ,پھروں,फिरूँ,cscvn
havaa-e,10,havā-e,ہوائے,हवा-ए,cscv<aa+z>z
baaj-;xvaah-e,1,bāj-ḳhvāh-e,باج خواہِ,बाज-ख़्वाह-ए,cvcbc<;xv>vcz
:taaqat-rubaa,1,t̤āqat-rubā,طاقت ربا,ताक़त-रुबा,cvcscbcscv
tishnah-e,2,tishnah-e,تشنۂ,तिश्ना-ए,csccscz
tumhaare,3,tumhāre,تمہارے,तुम्हारे,tumcvcv
sataanaa,1,satānā,ستانا,सताना,cscvcv
laave;nge,1,lāveñge,لاویں گے,लावेंगे,cvcv_e_futncv
sa;xt-jaaniihaa-e,1,saḳht-jānīhā-e,سخت جانیہائے,सख़्त-जानीहा-ए,csccbcvcvcv<aa+z>z
chorii,1,chorī,چوری,चोरी,cvcv
zahr-e,1,zahr-e,زہرِ,ज़हर-ए,csccz
qanaa((at,1,qanāʿat,قناعت,क़नाअत,cscvcsc
bujhaa,1,bujhā,بجھا,बुझा,cscv
jaanuu;n,5,jānūñ,جانوں,जानूँ,cvcvn
ugtii,1,ugtī,اگتی,उगती,sccv
a;hmaqo;n,1,aḥmaqoñ,احمقوں,अह्मक़ों,sccscvn
malaamat,6,malāmat,ملامت,मलामत,cscvcsc
dikhaa))uu;ngaa,1,dikhāʾūñgā,دکھاؤنگا,दिखाऊंगा,cscvcvncv
paikar-e,2,paikar-e,پیکرِ,पैकर-ए,cvcscz
kaaf-e,1,kāf-e,کافِ,काफ़-ए,cvcz
faraa;g,2,farāġh,فراغ,फ़राग़,cscvc
diyaar-e,1,diyār-e,دیارِ,दियार-ए,cscvcz
aate,5,āte,آتے,आते,vcv
pand-e,1,pand-e,پندِ,पंद-ए,csccz
dil-barii-e,1,dil-barī-e,دل بریِ,दिल-बरी-ए,cscbcscv<ii+z>z
((aks,1,ʿaks,عکس,अक्स,cscc
taqriib-e,2,taqrīb-e,تقریبِ,तक़रीब-ए,csccvcz
bandah-parvar,1,bandah-parvar,بندہ پرور,बंदा-पर्वर,csccsc<h+wb>bcsccsc
rafuu,2,rafū,رفو,रफ़ू,cscv
((aadat,1,ʿādat,عادت,आदत,cvcsc
;hasrat-zadah,1,ḥasrat-zadah,حسرت زدہ,हस्रत-ज़दह,csccscbcscsc<h+wb>
;xaamah-e,3,ḳhāmah-e,خامۂ,ख़ामा-ए,cvcscz
girah-kushaa,1,girah-kushā,گرہ کشا,गिरह-कुशा,cscsc<h+wb>bcscv
baalii;n,4,bālīñ,بالیں,बालीं,cvcvn
kaun,13,kaun,کون,कौन,cvc
anjuman,3,anjuman,انجمن,अंजुमन,sccscsc
var:tah-e,1,vart̤ah-e,ورطۂ,वर्ता-ए,csccscz
;hu.zuur-e,1,ḥuẓūr-e,حضورِ,हुज़ूर-ए,cscvcz
saktaa,5,saktā,سکتا,सकता,csccv
yaarii,1,yārī,یاری,यारी,cvcv
kahte,45,kahte,کہتے,कहते,csccv
man:zar,2,manz̤ar,منظر,मंज़र,csccsc
aa))inah,18,āʾinah,آئنہ,आइना,vcscsc<h+wb>
be-par-o-baalii,1,be-par-o-bālī,بے پر و بالی,बे-पर‐ओ‐बाली,cvbcscocvcv
i;hsaa;n,3,iḥsāñ,احساں,इह्साँ,sccvn
sang-e,5,sang-e,سنگِ,संग-ए,csccz
((aalam-aaraa))ii,1,ʿālam-ārāʾī,عالم آرائی,आलम-आराई,cvcscbvcvcv
;xvush,15,ḳhvush,خوش,ख़ुश,c<;xv>sc
bahr-e,4,bahr-e,بہرِ,बहर-ए,csccz
de;n,1,deñ,دیں,दें,cvn
be-ayyaam-e,1,be-ayyām-e,بے ایّامِ,बे-अय्याम-ए,cvbsccvcz
:zulmat-kade,1,z̤ulmat-kade,ظلمت کدے,ज़ुल्मत-कदे,csccscbcscv
;huur,2,ḥūr,حور,हूर,cvc
naqsh-e,23,naqsh-e,نقشِ,नक़्श-ए,csccz
aatish-nafas,1,ātish-nafas,آتش نفس,आतिश-नफ़स,vcscbcscsc
ga))ii;n,20,gaʾīñ,گئیں,गईं,cscvn
laazim,2,lāzim,لازم,लाज़िम,cvcsc
yaqii;n,1,yaqīñ,یقیں,यक़ीं,cscvn
shiishah-o-qada;h-o-kuuzah-o-sabuu,1,shīshah-o-qadaḥ-o-kūzah-o-sabū,شیشہ و قدح و کوزہ و سبو,शीशा‐ओ‐क़दह‐ओ‐कूज़ा‐ओ‐सबू,cvcsc<h+wb>ocscscocvcsc<h+wb>ocscv
laag,2,lāg,لاگ,लाग,cvc
yak-af;gaa;n,1,yak-afġhāñ,یک افغاں,यक-अफ़्ग़ाँ,cscbsccvn
;xabar,12,ḳhabar,خبر,ख़बर,cscsc
sharm-saar,1,sharm-sār,شرم سار,शर्म-सार,csccbcvc
;xayaabaa;n,2,ḳhayābāñ,خیاباں,ख़याबाँ,cscvcvn
jalve,5,jalve,جلوے,जलवे,csccv
khodne,2,khodne,کھودنے,खोदने,cvccv
masjid,3,masjid,مسجد,मस्जिद,csccsc
a;sar-e,3,aṡar-e,اثرِ,असर-ए,scscz
asad-e,2,asad-e,اسدِ,असद-ए,scscz
pinhaa;n,13,pinhāñ,پنہاں,पिंहाँ,csccvn
aah-e,2,āh-e,آہِ,आह-ए,vcz
;xum-e,2,ḳhum-e,خمِ,ख़ुम-ए,cscz
bed,1,bed,بید,बेद,cvc
aare,1,āre,آرے,आरे,vcv
dar-kaar,1,dar-kār,در کار,दर-कार,cscbcvc
dekhtaa,4,dekhtā,دیکھتا,देखता,cvccv
tez-e,1,tez-e,تیزِ,तेज़-ए,cvcz
surmah-saa))ii-e,1,surmah-sāʾī-e,سرمہ سائیِ,सुर्मा-साई-ए,csccsc<h+wb>bcvcv<ii+z>z
piitaa,2,pītā,پیتا,पीता,cvcv
zaahid,4,zāhid,زاہد,ज़ाहिद,cvcsc
kidhar,2,kidhar,کدھر,किधर,cscsc
khe;nchiye,2,kheñchiye,کھینچیے,खेंचिये,cvncscv
;gazaal,1,ġhazāl,غزال,ग़ज़ाल,cscvc
:taa))ir,1,t̤āʾir,طائر,ताइर,cvcsc
par-fashaan-e,1,par-fashān-e,پر فشانِ,पर-फ़शान-ए,cscbcscvcz
bekasii-e,1,bekasī-e,بیکسیِ,बेकसी-ए,cvcscv<ii+z>z
dar-;xvur,1,dar-ḳhvur,در خور,दर-ख़ुर,cscbc<;xv>sc
intiqaam,1,intiqām,انتقام,इंतिक़ाम,sccscvc
apnaa,19,apnā,اپنا,अपना,sccv
mai-kashii,2,mai-kashī,مے کشی,मै-कशी,cvbcscv
ghaas,1,ghās,گھاس,घास,cvc
aa))inah-siimaa,2,āʾinah-sīmā,آئنہ سیما,आइना-सीमा,vcscsc<h+wb>bcvcv
zindagaanii-e,1,zindagānī-e,زندگانیِ,ज़िंदगानी-ए,csccscvcv<ii+z>z
;haq,11,ḥaq,حق,हक़,csc
;gurbat,3,ġhurbat,غربت,ग़ुर्बत,csccsc
sabad-e,1,sabad-e,سبدِ,सबद-ए,cscscz
ranj-aashnaa,1,ranj-āshnā,رنج آشنا,रंज-आशना,csccbvccv
pahluu,1,pahlū,پہلو,पहलू,csccv
tumhe;n,6,tumheñ,تمہیں,तुम्हें,tumcvn
vaqt,11,vaqt,وقت,वक़्त,cscc
buu,3,bū,بو,बू,cv
;had,3,ḥad,حد,हद,csc
tevarii,1,tevarī,تیوری,तेवरी,cvcscv
marham,3,marham,مرہم,मर्हम,csccsc
naamuus-e,2,nāmūs-e,ناموسِ,नामूस-ए,cvcvcz
abnaa-e,1,abnā-e,ابنائے,अबना-ए,sccv<aa+z>z
;saanii,1,ṡānī,ثانی,सानी,cvcv
kulah,1,kulah,کلہ,कुलह,cscsc<h+wb>
dasht-e,5,dasht-e,دشتِ,दश्त-ए,csccz
dene,2,dene,دینے,देने,cvcv
:tiflaan-e,1,t̤iflān-e,طفلانِ,तिफ़लान-ए,csccvcz
ul;te,1,ulṭe,الٹے,उल्टे,sccv
furozaa;n,1,furozāñ,فروزاں,फ़ुरोज़ाँ,cscvcvn
aasmaan-e,1,āsmān-e,آسمانِ,आस्मान-ए,vccvcz
kuredte,1,kuredte,کریدتے,कुरेदते,cscvccv
bhes,2,bhes,بھیس,भेस,cvc
kap;re,1,kapṛe,کپڑے,कपड़े,csccv
raqiibo;n,2,raqīboñ,رقیبوں,रक़ीबों,cscvcvn
tire,38,tire,ترے,तिरे,cscv
((ishq-o-naa-guziir-e,1,ʿishq-o-nā-guzīr-e,عشق و نا گزیرِ,इश्क़‐ओ‐ना-गुज़ीर-ए,csccocvbcscvcz
giraa;n-maayah,1,girāñ-māyah,گراں مایہ,गिराँ-माया,cscvnbcvcsc<h+wb>
;xaan-maa;n,2,ḳhān-māñ,خان ماں,ख़ान-माँ,cvcbcvn
bistar-e,2,bistar-e,بسترِ,बिस्तर-ए,csccscz
aashiyaa;n,3,āshiyāñ,آشیاں,आशियाँ,vcscvn
lab-tishnah-e,1,lab-tishnah-e,لب تشنۂ,लब-तिश्ना-ए,cscbcsccscz
naa-mihrbaa;n,1,nā-mihrbāñ,نا مہرباں,ना-मिहर्बां,cvbcscccvn
biimaar,5,bīmār,بیمار,बीमार,cvcvc
hotii,11,hotī,ہوتی,होती,cvcv
kuuche,8,kūche,کوچے,कूचे,cvcv
diivaaro;n,2,dīvāroñ,دیواروں,दीवारों,cvcvcvn
fitnah,2,fitnah,فتنہ,फ़ित्ना,csccsc<h+wb>
shuhrat,3,shuhrat,شہرت,शुहरत,csccsc
chhi;rke;n,1,chhiṛkeñ,چھڑکیں,छिड़कें,csccvn
pa))-e,1,paʾ-e,پئِ,प-ए,cscz
paikaan-e,1,paikān-e,پیکانِ,पैकान-ए,cvcvcz
paashnah,1,pāshnah,پاشنہ,पाश्ना,cvccsc<h+wb>
shu((lah,7,shuʿlah,شعلہ,शुला,csccsc<h+wb>
armaan,1,armān,ارمان,अर्मान,sccvc
apne,29,apne,اپنے,अपने,sccv
da((v;aa,5,daʿvâ,دعویٰ,दावा,csccv
ma:tluub,1,mat̤lūb,مطلوب,मतलूब,csccvc
begaanagii-e,1,begānagī-e,بیگانگیِ,बेगानगी-ए,cvcvcscv<ii+z>z
bi.saa:t,1,biṣāt̤,بصاط,बिसात,cscvc
sarv-o-.sanobar,1,sarv-o-ṣanobar,سرو و صنوبر,सर्व‐ओ‐सनोबर,csccocscvcsc
;xumaar-e,3,ḳhumār-e,خمارِ,ख़ुमार-ए,cscvcz
((aajiz-e,1,ʿājiz-e,عاجزِ,आजिज़-ए,cvcscz
((ishrat-e,4,ʿishrat-e,عشرتِ,इश्रत-ए,csccscz
mu.savvir,1,muṣavvir,مصوّر,मुसव्विर,cscsccsc
jannat,2,jannat,جنّت,जन्नत,csccsc
zulai;xaa,4,zulaiḳhā,زلیخا,ज़ुलैख़ा,cscvcv
shaad,2,shād,شاد,शाद,cvc
shaah,5,shāh,شاہ,शाह,cvc<h+wb>
;gazal-;xvaanii,2,ġhazal-ḳhvānī,غزل خوانی,ग़ज़ल-ख़्वानी,cscscbc<;xv>vcv
la;xt-la;xt,1,laḳht-laḳht,لخت لخت,लख़्त-लख़्त,csccbcscc
be-dard,1,be-dard,بے درد,बे-दर्द,cvbcscc
shaan,1,shān,شان,शान,cvc
daa;g-saamaa;n,1,dāġh-sāmāñ,داغ ساماں,दाग़-सामाँ,cvcbcvcvn
rahve,1,rahve,رہوے,रहवे,csccv
suu-e,5,sū-e,سوئے,सू-ए,cvz
ta;gaaful-dost,1,taġhāful-dost,تغافل دوست,तग़ाफ़ुल-दोस्त,cscvcscbcvcc
bos-e,1,bos-e,بوسِ,बोस-ए,cvcz
;harf-e,2,ḥarf-e,حرفِ,हर्फ़-ए,csccz
jalvah-numaa,1,jalvah-numā,جلوہ نما,जल्वा-नुमा,csccsc<h+wb>bcscv
itne,1,itne,اتنے,इतने,sccv
;hadii;s-e,1,ḥadīṡ-e,حدیثِ,हदीस-ए,cscvcz
arzaa;n,1,arzāñ,ارزاں,अर्ज़ां,sccvn
gul-o-laalah,2,gul-o-lālah,گل و لالہ,गुल‐ओ‐लाला,cscocvcsc<h+wb>
dillii,1,dillī,دلی,दिल्ली,csccv
laave,1,lāve,لاوے,लावे,cvcv
;dubo,1,ḍubo,ڈبو,डुबो,cscv
;xiraam,4,ḳhirām,خرام,ख़िराम,cscvc
daraazii,1,darāzī,درازی,दराज़ी,cscvcv
((adaalat-e,1,ʿadālat-e,عدالتِ,अदालत-ए,cscvcscz
ruktaa,1,ruktā,رکتا,रुकता,csccv
hamaaraa,10,hamārā,ہمارا,हमारा,cscvcv
jaavidaa;n,1,jāvidāñ,جاوداں,जाविदाँ,cvcscvn
nashshah,2,nashshah,نشّہ,नश्शा,csccsc<h+wb>
saa;n,1,sāñ,ساں,साँ,cvn
qabaa,2,qabā,قبا,क़बा,cscv
uchhal,1,uchhal,اچھل,उछल,scsc
sharaab-;xaane,1,sharāb-ḳhāne,شراب خانے,शराब-ख़ाने,cscvcbcvcv
tujh,28,tujh,تجھ,तुझ,csc
mihmaa;n,1,mihmāñ,مہماں,मिहमाँ,csccvn
jin,2,jin,جن,जिन,csc
ru;x-e,3,ruḳh-e,رخِ,रुख़-ए,cscz
tabassumhaa-e,1,tabassumhā-e,تبسّمہائے,तबस्सुम्हा-ए,cscsccsccv<aa+z>z
fusuun-e,3,fusūn-e,فسونِ,फ़ुसून-ए,cscvcz
girii,1,girī,گری,गिरी,cscv
nau-aamoz-e,1,nau-āmoz-e,نو آموزِ,नौ-आमोज़-ए,cvbvcvcz
su;xan-var,1,suḳhan-var,سخن ور,सुख़न-वर,cscscbcsc
be-qaraar,3,be-qarār,بے قرار,बे-क़रार,cvbcscvc
la;z;zat-yaab,1,lażżat-yāb,لذّت یاب,लज़्ज़त-याब,csccscbcvc
yak-bayaabaa;n,3,yak-bayābāñ,یک بیاباں,यक-बयाबाँ,cscbcscvcvn
;harakat,1,ḥarakat,حرکت,हरकत,cscscsc
vadii((at-e,2,vadīʿat-e,ودیعتِ,वदीअत-ए,cscvcscz
;duboyaa,1,ḍuboyā,ڈبویا,डुबोया,cscvcv
ustuvaar,2,ustuvār,استوار,उस्तुवार,sccscvc
paikaan,1,paikān,پیکان,पैकान,cvcvc
sard,2,sard,سرد,सर्द,cscc
be-mazaa,1,be-mazā,بے مزا,बे-मज़ा,cvbcscv
sarv,3,sarv,سرو,सर्व,cscc
baazaar,5,bāzār,بازار,बाज़ार,cvcvc
i:zhaar-e,1,iz̤hār-e,اظہارِ,इज़्हार-ए,sccvcz
baahar,4,bāhar,باہر,बाहर,cvcsc
ta((miir,3,taʿmīr,تعمیر,तामीर,csccvc
rishtah,5,rishtah,رشتہ,रिश्ता,csccsc<h+wb>
valekin,1,valekin,ولیکن,वलेकिन,cscvcsc
burrish-e,1,burrish-e,برّشِ,बुर्रिश-ए,csccscz
asad-ul-l;aah,3,asad-ul-lâh,اسد اللٰہ,असद-उल-लाह,scscbalcvc<h+wb>
naa.si;haan-e,1,nāṣiḥān-e,ناصحانِ,नासिहान-ए,cvcscvcz
:taa((at,1,t̤āʿat,طاعت,ताअत,cvcsc
hilaal,1,hilāl,ہلال,हिलाल,cscvc
((ahd-shikan,1,ʿahd-shikan,عہد شکن,अहद-शिकन,csccbcscsc
aa))iinah-;xaanah,1,āʾīnah-ḳhānah,آئینہ خانہ,आईना-ख़ाना,vcvcsc<h+wb>bcvcsc<h+wb>
garmii,6,garmī,گرمی,गर्मी,csccv
kha;tke,1,khaṭke,کھٹکے,खटके,csccv
guftaar,4,guftār,گفتار,गुफ़तार,csccvc
u;thte,1,uṭhte,اٹھتے,उठते,sccv
aa))ii,9,āʾī,آئی,आई,vcv
nashshe,1,nashshe,نشّے,नशशे,csccv
taa;siir,6,tāṡīr,تاثیر,तासीर,cvcvc
chaman,14,chaman,چمن,चमन,cscsc
((aql-o-dil-o-jaa;n,1,ʿaql-o-dil-o-jāñ,عقل و دل و جاں,अक़्ल‐ओ‐दिल‐ओ‐जाँ,csccocscocvn
saaqii-o-;zauq-e,1,sāqī-o-żauq-e,ساقی و ذوقِ,साक़ी‐ओ‐ज़ौक़-ए,cvcv<ii+o>ocvcz
yak-jahaa;n,2,yak-jahāñ,یک جہاں,यक-जहाँ,cscbcscvn
((ajz,7,ʿajz,عجز,अज्ज़,cscc
raah-zan,1,rāh-zan,راہ زن,राह-ज़न,cvc<h+wb>bcsc
.saa;hib-e,1,ṣāḥib-e,صاحبِ,साहिब-ए,cvcscz
chhe;ruu;n,1,chheṛūñ,چھیڑوں,छेड़ूँ,cvcvn
dil-kushaa,2,dil-kushā,دل کشا,दिल-कुशा,cscbcscv
chale,5,chale,چلے,चले,cscv
;gam-e,23,ġham-e,غمِ,ग़म-ए,cscz
ghabraa,6,ghabrā,گھبرا,घबरा,csccv
farishtah,1,farishtah,فرشتہ,फ़रिश्ता,cscsccsc<h+wb>
mad;h,2,madḥ,مدح,मद्ह,cscc
motii,1,motī,موتی,मोती,cvcv
;hinaa,10,ḥinā,حنا,हिना,cscv
;dhuu;n;dhe,1,ḍhūñḍhe,ڈھونڈھے,ढूंढे,cvncv
saudaa-e,3,saudā-e,سودائے,सौदा-ए,cvcv<aa+z>z
:zulmat-gustarii,1,z̤ulmat-gustarī,ظلمت گستری,ज़ुल्मत-गुस्तरी,csccscbcsccscv
ayyaam-e,1,ayyām-e,ایّامِ,अय्याम-ए,sccvcz
chashm,5,chashm,چشم,चश्म,cscc
al-amaa;n,1,al-amāñ,الاماں,अल-अमाँ,alscvn
vaamaa;ndagaan-e,1,vāmāñdagān-e,واماندگانِ,वामांदगान-ए,cvcvncscvcz
va.sl-o-;gam-e,1,vaṣl-o-ġham-e,وصل و غمِ,वस्ल‐ओ‐ग़म-ए,csccocscz
naa-yaab,1,nā-yāb,نا یاب,ना-याब,cvbcvc
hayuul;aa,2,hayūlâ,ہیولیٰ,हयूला,cscvcv
la((l-o-guhar,1,laʿl-o-guhar,لعل و گہر,लाल‐ओ‐गुहर,csccocscsc
badalne,1,badalne,بدلنے,बदलने,cscsccv
rakh,10,rakh,رکھ,रख,csc
shabistaan-e,1,shabistān-e,شبستانِ,शबिस्तान-ए,cscsccvcz
ru;xsaar,2,ruḳhsār,رخسار,रुख़सार,csccvc
:tauq,2,t̤auq,طوق,तौक़,cvc
;xuu;n-naabah,1,ḳhūñ-nābah,خوں نابہ,ख़ूँ-नाबा,cvnbcvcsc<h+wb>
;gam-;xvaar,2,ġham-ḳhvār,غم خوار,ग़म-ख़्वार,cscbc<;xv>vc
maq:ta((-e,1,maqt̤aʿ-e,مقطعِ,मक़्ता-ए,csccscz
andeshah'haa-e,1,andeshah'hā-e,اندیشہہائے,अंदेशहहा-ए,sccvcsc<h+wb>bcv<aa+z>z
laaf-e,1,lāf-e,لافِ,लाफ़-ए,cvcz
chhe;riye,1,chheṛiye,چھیڑیے,छेड़िये,cvcscv
rah-e,7,rah-e,رۂ,रा-ए,cscz
naalaa;n,1,nālāñ,نالاں,नालाँ,cvcvn
ham-safar,2,ham-safar,ہم سفر,हम-सफ़र,cscbcscsc
likhaa,4,likhā,لکھا,लिखा,cscv
mi;saal,1,miṡāl,مثال,मिसाल,cscvc
sozan,5,sozan,سوزن,सोज़न,cvcsc
apnaa-saa,1,apnā-sā,اپنا سا,अपना-सा,sccvbcv
sar-naame,1,sar-nāme,سر نامے,सर-नामे,cscbcvcv
duu))ii,1,dūʾī,دوئی,दूई,cv_duiicv
taaraaj-e,1,tārāj-e,تاراجِ,ताराज-ए,cvcvcz
firdaus-e,1,firdaus-e,فردوسِ,फ़िर्दौस-ए,csccvcz
pa;ruu;n,1,paṛūñ,پڑوں,पड़ूँ,cscvn
chale;n,1,chaleñ,چلیں,चलें,cscvn
be-parvaa,2,be-parvā,بے پروا,बे-परवा,cvbcsccv
tanhaa,3,tanhā,تنہا,तंहा,csccv
maktab-e,1,maktab-e,مکتبِ,मक्तब-ए,csccscz
chaahe;n,1,chāheñ,چاہیں,चाहें,cvcvn
dosh,2,dosh,دوش,दोश,cvc
;gam-;xvaaragii,1,ġham-ḳhvāragī,غم خوارگی,ग़म-ख़्वारगी,cscbc<;xv>vcscv
be-;xvudii-e,1,be-ḳhvudī-e,بے خودیِ,बे-ख़ुदी-ए,cvbc<;xv>scv<ii+z>z
;harf,2,ḥarf,حرف,हर्फ़,cscc
;taale;nge,1,ṭāleñge,ٹالیں گے,टालेंगे,cvcv_e_futncv
gulzaar-e,1,gulzār-e,گلزارِ,गुलज़ार-ए,csccvcz
diin-o-dil,1,dīn-o-dil,دین و دل,दीन‐ओ‐दिल,cvcocsc
ruubaruu,2,rūbarū,روبرو,रूबरू,cvcscv
;daal,2,ḍāl,ڈال,डाल,cvc
bujhtii,1,bujhtī,بجھتی,बुझती,csccv
barsaat,2,barsāt,برسات,बरसात,csccvc
dair,1,dair,دیر,दैर,cvc
dost,27,dost,دوست,दोस्त,cvcc
mu.siibat-e,1,muṣībat-e,مصیبتِ,मुसीबत-ए,cscvcscz
maqaam,1,maqām,مقام,मक़ाम,cscvc
taab,4,tāb,تاب,ताब,cvc
siyaah-o-;xaanah-e,1,siyāh-o-ḳhānah-e,سیاہ و خانۂ,सियाह‐ओ‐ख़ाना-ए,cscvc<h+wb>ocvcscz
naa-;xudaa,1,nā-ḳhudā,نا خدا,ना-ख़ुदा,cvbcscv
sune,2,sune,سنے,सुने,cscv
siyaasat-e,1,siyāsat-e,سیاستِ,सियासत-ए,cscvcscz
taak,2,tāk,تاک,ताक,cvc
laash-e,1,lāsh-e,لاشِ,लाश-ए,cvcz
ham-damii,1,ham-damī,ہم دمی,हम-दमी,cscbcscv
taar,3,tār,تار,तार,cvc
zar-e,1,zar-e,زرِ,ज़र-ए,cscz
qumaash-e,1,qumāsh-e,قماشِ,क़ुमाश-ए,cscvcz
mushk-buu,1,mushk-bū,مشک بو,मुश्क-बू,csccbcv
jaadaad-e,1,jādād-e,جادادِ,जादाद-ए,cvcvcz
barq-e,7,barq-e,برقِ,बर्क़-ए,csccz
dasht-navardii,2,dasht-navardī,دشت نوردی,दश्त-नवर्दी,csccbcscsccv
jaa))egaa,15,jāʾegā,جاۓگا,जाएगा,cvcv_e_futcv
yaqiin-e,1,yaqīn-e,یقینِ,यक़ीन-ए,cscvcz
bedaar-e,1,bedār-e,بیدارِ,बेदार-ए,cvcvcz
dikhaa))iyo,1,dikhāʾiyo,دکھائیو,दिखाइयो,cscvcscv
saakinaan-e,2,sākinān-e,ساکنانِ,साकिनान-ए,cvcscvcz
utar,2,utar,اتر,उतर,scsc
ba;gal,1,baġhal,بغل,बग़ल,cscsc
;haajat-mand,1,ḥājat-mand,حاجت مند,हाजत-मंद,cvcscbcscc
;xvud-aaraa))ii,1,ḳhvud-ārāʾī,خود آرائی,ख़ुद-आराई,c<;xv>scbvcvcv
balaa,15,balā,بلا,बला,cscv
saayah,6,sāyah,سایہ,साया,cvcsc<h+wb>
jaano,1,jāno,جانو,जानो,cvcv
ulfat,12,ulfat,الفت,उल्फ़त,sccsc
chaak-e,6,chāk-e,چاکِ,चाक-ए,cvcz
zumurrud,2,zumurrud,زمرّد,ज़ुमुर्रुद,cscsccsc
aatish-kadah,3,ātish-kadah,آتش کدہ,आतिश-कदह,vcscbcscsc<h+wb>
rote,5,rote,روتے,रोते,cvcv
jalvah-gar,1,jalvah-gar,جلوہ گر,जल्वा-गर,csccsc<h+wb>bcsc
aaftaab,4,āftāb,آفتاب,आफ़्ताब,vccvc
suruur-e,1,surūr-e,سرورِ,सुरूर-ए,cscvcz
kujaa,2,kujā,کجا,कुजा,cscv
iimaa;n,3,īmāñ,ایماں,ईमाँ,vcvn
be-sabab,4,be-sabab,بے سبب,बे-सबब,cvbcscsc
sher,1,sher,شیر,शेर,cvc
mi;te,2,miṭe,مٹے,मिटे,cscv
kashmakash,3,kashmakash,کشمکش,कश्मकश,csccscsc
korii-e,1,korī-e,کوریِ,कोरी-ए,cvcv<ii+z>z
kaavish,1,kāvish,کاوش,काविश,cvcsc
maatam-e,1,mātam-e,ماتمِ,मातम-ए,cvcscz
ta((alluq,1,taʿalluq,تعلق,तल्लुक़,cscsccsc
churaanaa,1,churānā,چرانا,चुराना,cscvcv
pairaahan,4,pairāhan,پیراہن,पैराहन,cvcvcsc
rindaan-e,1,rindān-e,رندانِ,रिंदान-ए,csccvcz
na;xchiir,2,naḳhchīr,نخچیر,नख़चीर,csccvc
be-baak,1,be-bāk,بے باک,बे-बाक,cvbcvc
nuqsaa;n,1,nuqsāñ,نقساں,नुक़साँ,csccvn
chaarah-saazii-e,1,chārah-sāzī-e,چارہ سازیِ,चारा-साज़ी-ए,cvcsc<h+wb>bcvcv<ii+z>z
na:zar'haa-e,1,naz̤ar'hā-e,نظرہائے,नज़रहा-ए,cscscbcv<aa+z>z
aamad-aamad-e,1,āmad-āmad-e,آمد آمدِ,आमद-आमद-ए,vcscbvcscz
lakiire;n,1,lakīreñ,لکیریں,लकीरें,cscvcvn
;tuu;te,1,ṭūṭe,ٹوٹے,टूटे,cvcv
be-girah,1,be-girah,بے گرہ,बे-गिरह,cvbcscsc<h+wb>
rihaa))ii,1,rihāʾī,رہائی,रिहाई,cscvcv
batlaa,2,batlā,بتلا,बतला,csccv
mudda((aa,10,muddaʿā,مدّعا,मुद््दआ,csccscv
diid,5,dīd,دید,दीद,cvc
kashaakash'haa-e,1,kashākash'hā-e,کشاکشہائے,कशाकशहा-ए,cscvcscbcv<aa+z>z
kitnaa,1,kitnā,کتنا,कितना,csccv
jaane,6,jāne,جانے,जाने,cvcv
aashtii-e,1,āshtī-e,آشتیِ,आशती-ए,vccv<ii+z>z
:zuhuur,2,z̤uhūr,ظہور,ज़ुहूर,cscvc
ashk,6,ashk,اشک,अश्क,scc
logo;n,4,logoñ,لوگوں,लोगों,cvcvn
gardan-e,2,gardan-e,گردنِ,गर्दन-ए,csccscz
sargashtah-e,1,sargashtah-e,سرگشتۂ,सर्गश्ता-ए,csccsccscz
bandagii,3,bandagī,بندگی,बंदगी,csccscv
ma:tlab,6,mat̤lab,مطلب,मत्लब,csccsc
nihaal-e,1,nihāl-e,نہالِ,निहाल-ए,cscvcz
raaz'haa-e,1,rāz'hā-e,رازہائے,राज़हा-ए,cvcbcv<aa+z>z
boriyaa,3,boriyā,بوریا,बोरिया,cvcscv
